regionID,constellationID,solarSystemID,solarSystemName,security,factionID
10000004,20000060,30000416,F-JB3H,-0.003766088,None
10000004,20000060,30000417,XBO7-F,-0.004240035,None
10000004,20000060,30000418,FI-449,-0.004284387,None
10000004,20000060,30000419,UA7-U4,-0.005920803,None
10000004,20000061,30000420,VM-QFU,-4.6415E-06,None
10000004,20000061,30000421,PU-1Z8,-4.9521E-06,None
10000004,20000061,30000422,IEZW-V,-3.2122E-06,None
10000004,20000061,30000423,B-DXO9,-1.8222E-06,None
10000004,20000061,30000424,1TS-WN,-9.84E-07,None
10000004,20000061,30000425,16-31U,-9.71E-07,None
10000004,20000061,30000426,H472-N,-1.3443E-06,None
10000004,20000062,30000427,U8MM-3,-8.4732E-06,None
10000004,20000062,30000428,3C-26I,-8.5144E-06,None
10000004,20000062,30000429,9K-VDI,-5.3489E-06,None
10000004,20000062,30000430,L-SDU7,-1.65693E-05,None
10000004,20000062,30000431,4-IPWK,-8.5821E-06,None
10000004,20000062,30000432,Q-KCK3,-1.65342E-05,None
10000005,20000063,30000433,WU-FHQ,-0.260691157,None
10000005,20000063,30000434,V-4DBR,-0.322564836,None
10000005,20000063,30000435,B-5UFY,-0.401422246,None
10000005,20000063,30000436,SK42-F,-0.315869236,None
10000005,20000063,30000437,EU9-J3,-0.251019771,None
10000005,20000063,30000438,PQRE-W,-0.620413296,None
10000005,20000063,30000439,OEG-K9,-0.798486801,None
10000005,20000064,30000440,0-W778,-0.217465891,None
10000005,20000064,30000441,DG-8VJ,-0.352586539,None
10000005,20000064,30000442,5J4K-9,-0.201572463,None
10000005,20000064,30000443,MD-0AW,-0.199543236,None
10000005,20000064,30000444,H-FGJO,-0.205112841,None
10000005,20000064,30000445,1KAW-T,-0.402475427,None
10000005,20000065,30000446,C5-SUU,-0.509026273,None
10000005,20000065,30000447,XSUD-1,-0.337033271,None
10000005,20000065,30000448,3-LJW3,-0.61526912,None
10000005,20000065,30000449,ZLO3-V,-0.585748699,None
10000005,20000065,30000450,P7MI-T,-0.404885228,None
10000005,20000065,30000451,JFV-ID,-0.355765191,None
10000005,20000065,30000452,3-3EZB,-0.507581633,None
10000005,20000065,30000453,52CW-6,-0.458595084,None
10000005,20000066,30000454,9-OUGJ,-0.360651854,None
10000005,20000066,30000455,4NDT-W,-0.333606508,None
10000005,20000066,30000456,GR-X26,-0.323718334,None
10000005,20000066,30000457,6OU9-U,-0.315986306,None
10000005,20000066,30000458,9N-0HF,-0.262374268,None
10000005,20000066,30000459,U-OVFR,-0.309951766,None
10000005,20000067,30000460,G3D-ZT,-0.335145888,None
10000005,20000067,30000461,D-0UI0,-0.323092028,None
10000005,20000067,30000462,L8-WNE,-0.4376931,None
10000005,20000067,30000463,1-GBVE,-0.437497779,None
10000005,20000067,30000464,GC-LTF,-0.264346971,None
10000005,20000067,30000465,NB-ALM,-0.458769285,None
10000005,20000068,30000466,LT-XI4,-0.244602257,None
10000005,20000068,30000467,L-QQ6P,-0.35182024,None
10000005,20000068,30000468,5OJ-G2,-0.469136685,None
10000005,20000068,30000469,9-02G0,-0.474947275,None
10000005,20000068,30000470,XA5-TY,-0.530378249,None
10000005,20000068,30000471,M-XUZZ,-0.459449144,None
10000005,20000069,30000472,OFVH-Y,-0.300379183,None
10000005,20000069,30000473,2-X0PF,-0.377708778,None
10000005,20000069,30000474,1-PGSG,-0.496552751,None
10000005,20000069,30000475,QLPX-J,-0.278877621,None
10000005,20000069,30000476,A-C5TC,-0.241472132,None
10000005,20000069,30000477,RZ-PIY,-0.230584536,None
10000005,20000069,30000478,FR46-E,-0.269145161,None
10000005,20000070,30000479,SLVP-D,-0.572054724,None
10000005,20000070,30000480,0-G8NO,-0.686597772,None
10000005,20000070,30000481,QRFJ-Q,-0.527330358,None
10000005,20000070,30000482,HZFJ-M,-0.714062664,None
10000005,20000070,30000483,77S8-E,-0.819773527,None
10000005,20000070,30000484,FMH-OV,-0.901114926,None
10000005,20000071,30000485,TYB-69,-0.33689609,None
10000005,20000071,30000486,EDQG-L,-0.214220162,None
10000005,20000071,30000487,7-P1JO,-0.248770635,None
10000005,20000071,30000488,T-0JWP,-0.23809613,None
10000005,20000071,30000489,J-L9MA,-0.238462592,None
10000005,20000071,30000490,DX-TAR,-0.235247954,None
10000005,20000071,30000491,A-7XFN,-0.23200076,None
10000005,20000071,30000492,O3-4MN,-0.252721452,None
10000005,20000071,30000493,U-MFTL,-0.309552944,None
10000005,20000072,30000494,8FN-GP,-0.511651894,None
10000005,20000072,30000495,FIDY-8,-0.515208755,None
10000005,20000072,30000496,X40H-9,-0.622517256,None
10000005,20000072,30000497,F2W-C6,-0.709615889,None
10000005,20000072,30000498,KZ9T-C,-0.771669522,None
10000005,20000072,30000499,XW2H-V,-0.865576774,None
10000005,20000073,30000500,F9O-U9,-0.169433289,None
10000005,20000073,30000501,S-51XG,-0.142649884,None
10000005,20000073,30000502,E-1XVP,-0.2103908,None
10000005,20000073,30000503,E-ACV6,-0.155870006,None
10000005,20000073,30000504,BOZ1-O,-0.152750742,None
10000005,20000073,30000505,QIMO-2,-0.154502756,None
